"434","Enhancement","New","Critical","chris.go...@gmail.com","Export project dashboard and all-project data as CSV download","FieldCapture, Priority-Critical, Type-Enhancement","Jul 10, 2014 00:30:24","1404952224"
"435","Enhancement","New","Critical","chris.go...@gmail.com","Export program output data and filtered all data as CSV","FieldCapture, Priority-Critical, Type-Enhancement","Jul 10, 2014 00:04:23","1404950663"
"583","Enhancement","New","Critical","chris.go...@gmail.com","Ability to change the site associated with an activity","FieldCapture, Priority-Critical, Type-Enhancement","Jul 05, 2014 12:06:25","1404561985"
"751","Task","Accepted","Critical","chris.go...@gmail.com","Change labels for fields on Project Information edit page","FieldCapture, Priority-Critical, Type-Task","Jul 09, 2014 05:47:09","1404884829"
"534","Enhancement","New","Critical","Sathish....@gmail.com","Ability to locally save a PDF of stage reports at the point of report submission","FieldCapture, Priority-Critical, Type-Enhancement","Jul 06, 2014 06:46:59","1404629219"
"539","Enhancement","New","Critical","Sathish....@gmail.com","Add a ""Project Management"" tab to the project view","FieldCapture, Priority-Critical, Type-Enhancement","Jul 05, 2014 12:44:32","1404564272"
"763","Enhancement","New","High","adam.col...@gmail.com","Load Layer: Bio-Oracle global marine layers","Priority-High, SpatialPortal, Type-Enhancement","Jul 31, 2014 22:46:25","1406846785"
"58","Enhancement","Started","High","adam.col...@gmail.com","Load Layer: States and Territories Polygons 2011","Layers, Priority-High, Spatial-Portal, SpatialPortal, Type-Enhancement","May 27, 2014 02:00:09","1401156009"
"547","Defect","Started","High","adam.col...@gmail.com","Tabulations outstanding issues","Priority-High, SpatialPortal, Type-Defect","Mar 24, 2014 02:41:55","1395628915"
"59","Enhancement","OnDev","High","adam.col...@gmail.com","Load Layer: dis_coast_me","Layers, Priority-High, Spatial-Portal, SpatialPortal, Type-Enhancement","May 27, 2014 02:29:48","1401157788"
"674","Defect","OnDev","High","adam.col...@gmail.com","Export area fails on all formats (shapefile, KML and WKT) formats","Priority-High, SpatialPortal, Type-Defect","Aug 06, 2014 21:55:00","1407362100"
"764","Defect","OnDev","High","adam.col...@gmail.com","Legend  support for iOS","Priority-High, SpatialPortal, Type-Defect","Aug 11, 2014 01:32:56","1407720776"
"418","Defect","New","High","chris.go...@gmail.com","Photopoint photo upload needs to use the document upload mechanism","FieldCapture, Priority-High, Type-Defect","Jul 04, 2014 06:59:36","1404457176"
